symbol,sector,industry,price
SEM,Health Services,Hospital/Nursing Management,
SCVL,Retail Trade,Apparel/Footwear Retail,
RDY,Health Technology,Pharmaceuticals: Generic,
MSI,Electronic Technology,Aerospace & Defense,
XEC,Energy Minerals,Oil & Gas Production,
GLRE,Finance,Property/Casualty Insurance,
JJSF,Consumer Non-Durables,Food: Specialty/Candy,
AHP,Consumer Services,Hotels/Resorts/Cruise lines,
TAC,Utilities,Electric Utilities,
BGCP,Finance,Investment Banks/Brokers,
ATU,Energy Minerals,Coal,
TDG,Electronic Technology,Aerospace & Defense,
STKL,Consumer Non-Durables,Food: Specialty/Candy,
SEMI,Process Industries,Agricultural Commodities/Milling,
PJT,Finance,Investment Banks/Brokers,
IBA,Process Industries,Agricultural Commodities/Milling,
CNC,Health Services,Managed Health Care,
HWBK,Finance,Regional Banks,
IVC,Health Technology,Medical Specialties,
EURN,Transportation,Marine Shipping,
GER,Miscellaneous,Investment Trusts/Mutual Funds,
PRGS,Technology Services,Packaged Software,
GLAD,Finance,Investment Managers,
JNP,Technology Services,Information Technology Services,
HL,Non-Energy Minerals,Precious Metals,
FGEN,Health Technology,Biotechnology,
NAT,Transportation,Marine Shipping,
STCK,Consumer Non-Durables,Beverages: Alcoholic,
DEO,Consumer Non-Durables,Beverages: Alcoholic,
NWS,Consumer Services,Publishing: Newspapers,
BAC,Finance,Major Banks,
ATO,Utilities,Gas Distributors,
BOH,Finance,Regional Banks,
T,Communications,Major Telecommunications,
AMGN,Health Technology,Biotechnology,
ALK,Transportation,Airlines,
CIF,Miscellaneous,Investment Trusts/Mutual Funds,
HBANO,Finance,Regional Banks,
HYF,Industrial Services,Environmental Services,
CAG,Consumer Non-Durables,Food: Major Diversified,
CSTE,Non-Energy Minerals,Other Metals/Minerals,
FBP,Finance,Regional Banks,
MDT,Health Technology,Medical Specialties,
AGRO,Process Industries,Agricultural Commodities/Milling,
GHL,Finance,Investment Banks/Brokers,
KEN,Utilities,Electric Utilities,
NANO,Electronic Technology,Semiconductors,
AAAP,Retail Trade,Food Retail,
SMLP,Utilities,Gas Distributors,
QDEL,Health Technology,Medical Specialties,
TEP,Communications,Major Telecommunications,
DY,Industrial Services,Engineering & Construction,
NLSN,Commercial Services,Advertising/Marketing Services,
KR,Retail Trade,Food Retail,
IGA,Miscellaneous,Investment Trusts/Mutual Funds,
ASML,Producer Manufacturing,Industrial Machinery,
TAST,Consumer Services,Restaurants,
GTS,Health Services,Managed Health Care,
PCG,Utilities,Electric Utilities,
RGP,Commercial Services,Personnel Services,
CBI,Finance,Financial Conglomerates,
THQ,Miscellaneous,Investment Trusts/Mutual Funds,
IRG,Technology Services,Information Technology Services,
LDL,Process Industries,Industrial Specialties,
ETV,Miscellaneous,Investment Trusts/Mutual Funds,
ESE,Electronic Technology,Aerospace & Defense,
AGFSW,Process Industries,Chemicals: Agricultural,
KEYW,Electronic Technology,Aerospace & Defense,
NCI,Commercial Services,Miscellaneous Commercial Services,
CASH,Finance,Major Banks,
BANF,Finance,Regional Banks,
CPB,Consumer Non-Durables,Food: Major Diversified,
CO,Health Services,Medical/Nursing Services,
NAN,Miscellaneous,Investment Trusts/Mutual Funds,
BAS,Process Industries,Chemicals: Major Diversified,
ARP,Process Industries,Pulp & Paper,
HBM,Non-Energy Minerals,Other Metals/Minerals,
TEX,Producer Manufacturing,Trucks/Construction/Farm Machinery,
OC,Process Industries,Containers/Packaging,
KAI,Producer Manufacturing,Industrial Machinery,
BUSE,Finance,Regional Banks,
PF,Finance,Real Estate Development,
ASTE,Producer Manufacturing,Trucks/Construction/Farm Machinery,
ZNH,Transportation,Airlines,
EXAC,Process Industries,Pulp & Paper,
INF,Consumer Services,Publishing: Books/Magazines,
ACRS,Health Technology,Pharmaceuticals: Other,
ABG,Retail Trade,Specialty Stores,
SPNE,Health Technology,Medical Specialties,
CHH,Consumer Services,Hotels/Resorts/Cruise lines,
VMI,Producer Manufacturing,Metal Fabrication,
XBIT,Health Technology,Biotechnology,
UTSI,Electronic Technology,Telecommunications Equipment,
CLA,Producer Manufacturing,Industrial Machinery,
PRTS,Retail Trade,Internet Retail,
HT,Finance,Real Estate Investment Trusts,
NNA,Transportation,Marine Shipping,
EEFT,Technology Services,Data Processing Services,
HASI,Finance,Real Estate Investment Trusts,
CSWI,Process Industries,Industrial Specialties,
AIW,Finance,Real Estate Investment Trusts,
MC,Finance,Investment Banks/Brokers,
RNA,Health Technology,Biotechnology,
RNWK,Technology Services,Packaged Software,
AAON,Producer Manufacturing,Industrial Machinery,
HZN,Consumer Durables,Automotive Aftermarket,
ESD,Miscellaneous,Investment Trusts/Mutual Funds,
MMS,Commercial Services,Miscellaneous Commercial Services,
ALL,Finance,Property/Casualty Insurance,
ARCC,Finance,Investment Managers,
BA,Electronic Technology,Aerospace & Defense,
BCOR,Technology Services,Data Processing Services,
MG,Industrial Services,Engineering & Construction,
DOC,Finance,Real Estate Investment Trusts,
ERII,Producer Manufacturing,Electrical Products,
CLVS,Health Technology,Biotechnology,
WNR,Distribution Services,Wholesale Distributors,
QNST,Commercial Services,Advertising/Marketing Services,
VNO,Finance,Real Estate Investment Trusts,
ARCO,Consumer Services,Restaurants,
PAG,Retail Trade,Specialty Stores,
SIG,Retail Trade,Specialty Stores,
CFR,Finance,Regional Banks,
SIMO,Electronic Technology,Semiconductors,
PNW,Utilities,Electric Utilities,
ARES,Finance,Investment Managers,
PRH,Finance,Financial Conglomerates,
WABC,Finance,Regional Banks,
VCV,Miscellaneous,Investment Trusts/Mutual Funds,
TPH,Consumer Durables,Homebuilding,
LVS,Consumer Services,Casinos/Gaming,
FCAU,Consumer Durables,Motor Vehicles,
AGD,Miscellaneous,Investment Trusts/Mutual Funds,
LGI,Miscellaneous,Investment Trusts/Mutual Funds,
CHA,Communications,Major Telecommunications,
MTR,Energy Minerals,Oil & Gas Production,
PRO,Technology Services,Information Technology Services,
WRK,Process Industries,Containers/Packaging,
GDO,Miscellaneous,Investment Trusts/Mutual Funds,
UFS,Process Industries,Pulp & Paper,
MGEE,Utilities,Electric Utilities,
THC,Health Services,Hospital/Nursing Management,
IIF,Miscellaneous,Investment Trusts/Mutual Funds,
SOR,Miscellaneous,Investment Trusts/Mutual Funds,
CFFI,Finance,Regional Banks,
CCMP,Electronic Technology,Semiconductors,
MTH,Consumer Durables,Homebuilding,
GIM,Miscellaneous,Investment Trusts/Mutual Funds,
TEG,Consumer Services,Movies/Entertainment,
IMGN,Health Technology,Biotechnology,
BGFV,Retail Trade,Specialty Stores,
UBS,Finance,Major Banks,
EBIX,Finance,Insurance Brokers/Services,
PCH,Finance,Real Estate Investment Trusts,
ADS,Technology Services,Data Processing Services,
ISM,Non-Energy Minerals,Other Metals/Minerals,
BGB,Miscellaneous,Investment Trusts/Mutual Funds,
UMC,Electronic Technology,Semiconductors,
HUBS,Technology Services,Information Technology Services,
SLGN,Process Industries,Containers/Packaging,
MFV,Miscellaneous,Investment Trusts/Mutual Funds,
MO,Consumer Non-Durables,Tobacco,
GHC,Consumer Services,Other Consumer Services,
KNL,Producer Manufacturing,Office Equipment/Supplies,
MAR,Consumer Services,Hotels/Resorts/Cruise lines,
CORR,Finance,Investment Managers,
LAS,Finance,Real Estate Investment Trusts,
DHF,Miscellaneous,Investment Trusts/Mutual Funds,
GWW,Distribution Services,Wholesale Distributors,
GNI,Finance,Multi-Line Insurance,
AFA,Consumer Services,Other Consumer Services,
DTV,Technology Services,Internet Software/Services,
SNI,Transportation,Marine Shipping,
DEX,Miscellaneous,Investment Trusts/Mutual Funds,
CERN,Technology Services,Information Technology Services,
SJW,Utilities,Water Utilities,
CSH,Finance,Real Estate Investment Trusts,
CCZ,Consumer Services,Cable/Satellite TV,
GSI,Electronic Technology,Telecommunications Equipment,
NXR,Miscellaneous,Investment Trusts/Mutual Funds,
IMAX,Consumer Services,Movies/Entertainment,
POWI,Electronic Technology,Semiconductors,
BGR,Miscellaneous,Investment Trusts/Mutual Funds,
HF,Miscellaneous,Miscellaneous,
DHR,Health Technology,Medical Specialties,
MHG,Health Services,Managed Health Care,
IMKTA,Retail Trade,Food Retail,
GSBD,Finance,Investment Managers,
NSL,Miscellaneous,Investment Trusts/Mutual Funds,
NYT,Consumer Services,Publishing: Newspapers,
FMBI,Finance,Regional Banks,
CHCT,Finance,Real Estate Investment Trusts,
DBVT,Health Technology,Biotechnology,
HDP,Technology Services,Information Technology Services,
ICFI,Commercial Services,Miscellaneous Commercial Services,
CBO,Miscellaneous,Investment Trusts/Mutual Funds,
EGY,Energy Minerals,Oil & Gas Production,
HXL,Electronic Technology,Aerospace & Defense,
FN,Electronic Technology,Semiconductors,
JTD,Miscellaneous,Investment Trusts/Mutual Funds,
BBT,Health Technology,Pharmaceuticals: Other,
VGM,Miscellaneous,Investment Trusts/Mutual Funds,
NBB,Miscellaneous,Investment Trusts/Mutual Funds,
ETSY,Commercial Services,Miscellaneous Commercial Services,
ESLT,Electronic Technology,Aerospace & Defense,
FNV,Non-Energy Minerals,Precious Metals,
EDN,Utilities,Electric Utilities,
X,Non-Energy Minerals,Steel,
SWX,Utilities,Gas Distributors,
BZT,Non-Energy Minerals,Precious Metals,
FISH,Finance,Financial Conglomerates,
GABC,Finance,Regional Banks,
VIPS,Retail Trade,Internet Retail,
CTXS,Technology Services,Packaged Software,
ARR,Finance,Real Estate Investment Trusts,
ESL,Transportation,Air Freight/Couriers,
SRPT,Health Technology,Biotechnology,
HTGC,Finance,Investment Managers,
UEIC,Consumer Durables,Electronics/Appliances,
IFF,Consumer Non-Durables,Household/Personal Care,
CSLT,Technology Services,Data Processing Services,
DDF,Miscellaneous,Investment Trusts/Mutual Funds,
ECC,Miscellaneous,Investment Trusts/Mutual Funds,
CAM,Finance,Savings Banks,
DNP,Miscellaneous,Investment Trusts/Mutual Funds,
PPL,Utilities,Electric Utilities,
CASY,Retail Trade,Specialty Stores,
HPI,Miscellaneous,Investment Trusts/Mutual Funds,
INVA,Health Technology,Pharmaceuticals: Other,
BRKR,Health Technology,Medical Specialties,
LMNR,Process Industries,Agricultural Commodities/Milling,
PSO,Consumer Services,Publishing: Books/Magazines,
CLI,Finance,Real Estate Investment Trusts,
ARII,Energy Minerals,Coal,
DSX,Transportation,Marine Shipping,
INSM,Health Technology,Biotechnology,
AAC,Consumer Non-Durables,Food: Meat/Fish/Dairy,
TEAM,Technology Services,Packaged Software,
MSP,Producer Manufacturing,Trucks/Construction/Farm Machinery,
MYRG,Industrial Services,Engineering & Construction,
EVG,Miscellaneous,Investment Trusts/Mutual Funds,
ELU,Utilities,Electric Utilities,
JHX,Non-Energy Minerals,Construction Materials,
WYNN,Consumer Services,Casinos/Gaming,
VTN,Miscellaneous,Investment Trusts/Mutual Funds,
PDLI,Health Technology,Biotechnology,
RMP,Energy Minerals,Oil & Gas Production,
ZG,Technology Services,Information Technology Services,
VNOM,Energy Minerals,Integrated Oil,
AZO,Retail Trade,Specialty Stores,
VTR,Finance,Real Estate Investment Trusts,
CLNE,Utilities,Gas Distributors,
VRTU,Technology Services,Information Technology Services,
SFBS,Finance,Regional Banks,
CTL,Communications,Specialty Telecommunications,
ISG,Process Industries,Chemicals: Agricultural,
GBDC,Finance,Investment Managers,
TSLA,Consumer Durables,Motor Vehicles,
ITC,Consumer Non-Durables,Tobacco,
JBK,Finance,Finance/Rental/Leasing,
SQM,Process Industries,Chemicals: Agricultural,
VOC,Energy Minerals,Oil & Gas Production,
KVHI,Electronic Technology,Aerospace & Defense,
TGNA,Consumer Services,Broadcasting,
DYN,Industrial Services,Environmental Services,
AFL,Finance,Life/Health Insurance,
FDI,Finance,Finance/Rental/Leasing,
TSI,Miscellaneous,Investment Trusts/Mutual Funds,
NAP,Industrial Services,Oilfield Services/Equipment,
BELFB,Electronic Technology,Electronic Components,
RE,Finance,Property/Casualty Insurance,
HIMX,Electronic Technology,Semiconductors,
NEE,Utilities,Electric Utilities,
VISN,Technology Services,Information Technology Services,
ATSG,Transportation,Airlines,
MGM,Consumer Services,Casinos/Gaming,
GRX,Miscellaneous,Investment Trusts/Mutual Funds,
VET,Energy Minerals,Oil & Gas Production,
WTR,Energy Minerals,Coal,
LLY,Health Technology,Pharmaceuticals: Major,
MSB,Non-Energy Minerals,Steel,
AAWW,Transportation,Air Freight/Couriers,
USA,Miscellaneous,Investment Trusts/Mutual Funds,
VIP,Finance,Investment Managers,
SCHN,Non-Energy Minerals,Steel,
BSBR,Finance,Regional Banks,
MWO,Miscellaneous,Investment Trusts/Mutual Funds,
MITT,Finance,Real Estate Investment Trusts,
ITRI,Electronic Technology,Electronic Equipment/Instruments,
FAM,Miscellaneous,Investment Trusts/Mutual Funds,
NPK,Consumer Durables,Electronics/Appliances,
HUM,Health Services,Managed Health Care,
CCOI,Communications,Specialty Telecommunications,
EFT,Miscellaneous,Investment Trusts/Mutual Funds,
ACT,Miscellaneous,Investment Trusts/Mutual Funds,
HSII,Commercial Services,Personnel Services,
NNY,Miscellaneous,Investment Trusts/Mutual Funds,
GRAM,Industrial Services,Engineering & Construction,
INCY,Health Technology,Biotechnology,
CCLP,Industrial Services,Oilfield Services/Equipment,
AHC,Consumer Services,Publishing: Newspapers,
SGL,Process Industries,Industrial Specialties,
NDP,Miscellaneous,Investment Trusts/Mutual Funds,
FLDM,Health Technology,Medical Specialties,
HZNP,Health Technology,Pharmaceuticals: Other,
IQI,Miscellaneous,Investment Trusts/Mutual Funds,
MAA,Finance,Real Estate Investment Trusts,
MRCY,Electronic Technology,Electronic Equipment/Instruments,
MSF,Technology Services,Packaged Software,
HCN,Miscellaneous,Investment Trusts/Mutual Funds,
IIM,Miscellaneous,Investment Trusts/Mutual Funds,
MRD,Finance,Real Estate Development,
ORIT,Finance,Savings Banks,
CLR,Energy Minerals,Oil & Gas Production,
DIOD,Electronic Technology,Semiconductors,
CMPR,Commercial Services,Commercial Printing/Forms,
WAL,Finance,Regional Banks,
FRC,Finance,Regional Banks,
GMED,Health Technology,Medical Specialties,
LION,Finance,Regional Banks,
AV,Finance,Finance/Rental/Leasing,
VAL,Industrial Services,Contract Drilling,
NM,Transportation,Marine Shipping,
PNF,Miscellaneous,Investment Trusts/Mutual Funds,
JOUT,Consumer Durables,Recreational Products,
LFC,Finance,Life/Health Insurance,
MIDD,Producer Manufacturing,Industrial Machinery,
AVG,Electronic Technology,Aerospace & Defense,
CHGG,Commercial Services,Miscellaneous Commercial Services,
SHO,Finance,Real Estate Investment Trusts,
TCBIL,Finance,Regional Banks,
DG,Retail Trade,Discount Stores,
SON,Process Industries,Containers/Packaging,
STX,Electronic Technology,Computer Peripherals,
IBP,Distribution Services,Wholesale Distributors,
S,Non-Energy Minerals,Other Metals/Minerals,
RGNX,Health Technology,Biotechnology,
ALR,Finance,Regional Banks,
PAYX,Technology Services,Data Processing Services,
AGR,Utilities,Electric Utilities,
TGS,Energy Minerals,Oil Refining/Marketing,
AES,Utilities,Electric Utilities,
RNR,Finance,Property/Casualty Insurance,
VSH,Electronic Technology,Electronic Components,
ACLS,Electronic Technology,Electronic Production Equipment,
SNX,Distribution Services,Electronics Distributors,
NDSN,Producer Manufacturing,Industrial Machinery,
BHI,Miscellaneous,Investment Trusts/Mutual Funds,
PBCT,Finance,Major Banks,
EDI,Miscellaneous,Investment Trusts/Mutual Funds,
LNN,Producer Manufacturing,Trucks/Construction/Farm Machinery,
AGNCP,Finance,Real Estate Investment Trusts,
NCV,Miscellaneous,Investment Trusts/Mutual Funds,
EQR,Finance,Real Estate Investment Trusts,
PT,Technology Services,Packaged Software,
BIO,Health Technology,Medical Specialties,
HAIN,Consumer Non-Durables,Food: Specialty/Candy,
ISSC,Electronic Technology,Aerospace & Defense,
MGR,Finance,Investment Managers,
VICR,Electronic Technology,Electronic Components,
POR,Utilities,Electric Utilities,
COHU,Electronic Technology,Electronic Equipment/Instruments,
PHD,Miscellaneous,Investment Trusts/Mutual Funds,
KW,Finance,Real Estate Development,
BKH,Utilities,Electric Utilities,
CME,Finance,Investment Banks/Brokers,
TRU,Technology Services,Information Technology Services,
DEST,Retail Trade,Apparel/Footwear Retail,
SCX,Consumer Durables,Tools & Hardware,
WIA,Miscellaneous,Investment Trusts/Mutual Funds,
CHCO,Finance,Major Banks,
IRCP,Finance,Real Estate Development,
SAIA,Transportation,Trucking,
TSL,Finance,Finance/Rental/Leasing,
DVA,Health Services,Medical/Nursing Services,
TLYS,Retail Trade,Apparel/Footwear Retail,
FLOW,Producer Manufacturing,Industrial Machinery,
HR,Finance,Real Estate Investment Trusts,
MPLX,Industrial Services,Oil & Gas Pipelines,
MUE,Miscellaneous,Investment Trusts/Mutual Funds,
WB,Technology Services,Internet Software/Services,
RUSHB,Distribution Services,Wholesale Distributors,
MON,Consumer Services,Publishing: Newspapers,
SHI,Process Industries,Chemicals: Specialty,
HOFT,Consumer Durables,Home Furnishings,
OCFC,Finance,Savings Banks,
DKS,Retail Trade,Specialty Stores,
VECO,Electronic Technology,Electronic Production Equipment,
TCBI,Finance,Regional Banks,
KEM,Process Industries,Chemicals: Major Diversified,
SSTK,Technology Services,Internet Software/Services,
HTBI,Finance,Regional Banks,
ZBRA,Electronic Technology,Computer Peripherals,
AIZ,Finance,Multi-Line Insurance,
GEB,Finance,Major Banks,
GOL,Transportation,Airlines,
DGX,Health Services,Services to the Health Industry,
TBK,Finance,Regional Banks,
COT,Health Technology,Pharmaceuticals: Major,
AYI,Producer Manufacturing,Electrical Products,
MVC,Finance,Investment Managers,
RNP,Miscellaneous,Investment Trusts/Mutual Funds,
NXTM,Industrial Services,Engineering & Construction,
HEQ,Miscellaneous,Investment Trusts/Mutual Funds,
CFFN,Finance,Savings Banks,
AIT,Distribution Services,Wholesale Distributors,
MET,Finance,Life/Health Insurance,
NCS,Retail Trade,Specialty Stores,
COHR,Electronic Technology,Semiconductors,
HMHC,Consumer Services,Other Consumer Services,
GARS,Miscellaneous,Investment Trusts/Mutual Funds,
CEA,Transportation,Airlines,
ESIO,Producer Manufacturing,Industrial Machinery,
UPS,Transportation,Air Freight/Couriers,
JQC,Miscellaneous,Investment Trusts/Mutual Funds,
AVH,Electronic Technology,Telecommunications Equipment,
FRA,Miscellaneous,Investment Trusts/Mutual Funds,
LAZ,Finance,Investment Banks/Brokers,
BEL,Electronic Technology,Aerospace & Defense,
CLDX,Health Technology,Medical Specialties,
FITB,Finance,Regional Banks,
GFA,Miscellaneous,Investment Trusts/Mutual Funds,
ROST,Retail Trade,Apparel/Footwear Retail,
WIW,Miscellaneous,Investment Trusts/Mutual Funds,
CBU,Finance,Regional Banks,
SOJA,Utilities,Electric Utilities,
GGP,Non-Energy Minerals,Precious Metals,
BNY,Miscellaneous,Investment Trusts/Mutual Funds,
PGZ,Miscellaneous,Investment Trusts/Mutual Funds,
AEE,Utilities,Electric Utilities,
MEOH,Process Industries,Chemicals: Specialty,
CKH,Industrial Services,Oilfield Services/Equipment,
TCRD,Finance,Investment Managers,
ETB,Miscellaneous,Investment Trusts/Mutual Funds,
AMCX,Consumer Services,Cable/Satellite TV,
MRTN,Transportation,Trucking,
URBN,Retail Trade,Apparel/Footwear Retail,
STOR,Finance,Real Estate Investment Trusts,
ACGL,Finance,Multi-Line Insurance,
DK,Energy Minerals,Oil Refining/Marketing,
MCHX,Technology Services,Internet Software/Services,
ICL,Process Industries,Chemicals: Agricultural,
SBAC,Finance,Real Estate Investment Trusts,
PRFT,Commercial Services,Personnel Services,
ASA,Miscellaneous,Investment Trusts/Mutual Funds,
DDT,Finance,Finance/Rental/Leasing,
FARO,Electronic Technology,Electronic Equipment/Instruments,
ADX,Miscellaneous,Investment Trusts/Mutual Funds,
EWBC,Finance,Regional Banks,
CE,Process Industries,Chemicals: Major Diversified,
FICO,Technology Services,Packaged Software,
GEOS,Industrial Services,Oilfield Services/Equipment,
OXLCO,Miscellaneous,Investment Trusts/Mutual Funds,
WMT,Retail Trade,Food Retail,
PCF,Miscellaneous,Investment Trusts/Mutual Funds,
DISCA,Consumer Services,Cable/Satellite TV,
JNJ,Health Technology,Pharmaceuticals: Major,
WWD,Producer Manufacturing,Industrial Machinery,
PLXS,Electronic Technology,Electronic Components,
UZC,Communications,Wireless Telecommunications,
VSI,Industrial Services,Engineering & Construction,
CTAS,Consumer Services,Other Consumer Services,
TBI,Commercial Services,Personnel Services,
LILAK,Consumer Services,Cable/Satellite TV,
HBNC,Finance,Regional Banks,
PZE,Transportation,Marine Shipping,
GVA,Industrial Services,Engineering & Construction,
CLGX,Technology Services,Data Processing Services,
LPX,Non-Energy Minerals,Forest Products,
FSB,Finance,Regional Banks,
FCF,Finance,Regional Banks,
CAB,Process Industries,Agricultural Commodities/Milling,
TISI,Commercial Services,Miscellaneous Commercial Services,
GPK,Process Industries,Containers/Packaging,
MCX,Miscellaneous,Investment Trusts/Mutual Funds,
MDR,Technology Services,Packaged Software,
AMRC,Industrial Services,Engineering & Construction,
GNC,Consumer Non-Durables,Food: Major Diversified,
MGA,Producer Manufacturing,Auto Parts: OEM,
TTM,Consumer Durables,Motor Vehicles,
CNSL,Communications,Major Telecommunications,
TSLX,Finance,Investment Managers,
QGEN,Health Technology,Medical Specialties,
LINC,Commercial Services,Miscellaneous Commercial Services,
DNY,Miscellaneous,Investment Trusts/Mutual Funds,
ENZY,Health Technology,Medical Specialties,
RCL,Consumer Services,Hotels/Resorts/Cruise lines,
SSD,Producer Manufacturing,Building Products,
SPLP,Producer Manufacturing,Electrical Products,
XL,Energy Minerals,Oil & Gas Production,
UFPI,Non-Energy Minerals,Forest Products,
BIIB,Health Technology,Biotechnology,
STT,Finance,Regional Banks,
USM,Communications,Wireless Telecommunications,
SNP,Energy Minerals,Integrated Oil,
PWE,Health Technology,Medical Specialties,
NP,Process Industries,Pulp & Paper,
ETFC,Finance,Investment Banks/Brokers,
TNH,Health Services,Hospital/Nursing Management,
UBNT,Electronic Technology,Telecommunications Equipment,
BLUE,Health Technology,Biotechnology,
NEOG,Health Technology,Medical Specialties,
AFT,Miscellaneous,Investment Trusts/Mutual Funds,
MOMO,Technology Services,Information Technology Services,
HRS,Electronic Technology,Aerospace & Defense,
TTF,Consumer Durables,Home Furnishings,
UTI,Commercial Services,Miscellaneous Commercial Services,
AOS,Producer Manufacturing,Building Products,
CSRA,Process Industries,Agricultural Commodities/Milling,
MFA,Finance,Real Estate Investment Trusts,
IIIN,Producer Manufacturing,Metal Fabrication,
MPV,Miscellaneous,Investment Trusts/Mutual Funds,
HZO,Retail Trade,Specialty Stores,
NRT,Energy Minerals,Oil & Gas Production,
CTC,Retail Trade,Specialty Stores,
ASYS,Producer Manufacturing,Industrial Machinery,
MLAB,Health Technology,Medical Specialties,
KMDA,Health Technology,Biotechnology,
FFBC,Finance,Regional Banks,
SNC,Process Industries,Chemicals: Specialty,
AER,Finance,Finance/Rental/Leasing,
FAC,Energy Minerals,Oil & Gas Production,
WMK,Retail Trade,Food Retail,
LILA,Consumer Services,Cable/Satellite TV,
LFUS,Producer Manufacturing,Electrical Products,
CBK,Finance,Regional Banks,
CIG,Utilities,Electric Utilities,
HNR,Non-Energy Minerals,Precious Metals,
KB,Finance,Regional Banks,
AED,Finance,Real Estate Development,
ANF,Retail Trade,Apparel/Footwear Retail,
IPCM,Transportation,Other Transportation,
PFL,Miscellaneous,Investment Trusts/Mutual Funds,
NUM,Miscellaneous,Investment Trusts/Mutual Funds,
PMM,Miscellaneous,Investment Trusts/Mutual Funds,
EVF,Miscellaneous,Investment Trusts/Mutual Funds,
JDD,Miscellaneous,Investment Trusts/Mutual Funds,
BRO,Finance,Insurance Brokers/Services,
BPOPM,Finance,Finance/Rental/Leasing,
DLTH,Retail Trade,Internet Retail,
IGD,Miscellaneous,Investment Trusts/Mutual Funds,
DVN,Energy Minerals,Oil & Gas Production,
BGC,Miscellaneous,Investment Trusts/Mutual Funds,
PRLB,Producer Manufacturing,Industrial Machinery,
JACK,Consumer Services,Restaurants,
THR,Producer Manufacturing,Electrical Products,
GNBC,Finance,Major Banks,
NBR,Industrial Services,Contract Drilling,
HVB,Transportation,Other Transportation,
ALGT,Transportation,Airlines,
ADI,Electronic Technology,Semiconductors,
LABL,Commercial Services,Commercial Printing/Forms,
SONC,Consumer Services,Restaurants,
AMC,Consumer Services,Movies/Entertainment,
AMWD,Producer Manufacturing,Building Products,
GFF,Producer Manufacturing,Building Products,
OSB,Non-Energy Minerals,Forest Products,
WG,Distribution Services,Wholesale Distributors,
SRCL,Industrial Services,Environmental Services,
ETR,Utilities,Electric Utilities,
RLGY,Finance,Real Estate Development,
ALV,Producer Manufacturing,Auto Parts: OEM,
PFMT,Commercial Services,Miscellaneous Commercial Services,
DNKN,Consumer Services,Restaurants,
MFD,Miscellaneous,Investment Trusts/Mutual Funds,
EQS,Finance,Investment Managers,
CCP,Consumer Durables,Recreational Products,
CALX,Electronic Technology,Telecommunications Equipment,
N,Retail Trade,Specialty Stores,
MFS,Health Technology,Medical Specialties,
SEE,Process Industries,Containers/Packaging,
OXM,Consumer Non-Durables,Apparel/Footwear,
MIE,Miscellaneous,Investment Trusts/Mutual Funds,
REG,Finance,Real Estate Investment Trusts,
